From Id	To Id	Tx	Meta
4	3	143.004	 UDP 9 > 49153
3	2	143.005	 UDP 9 > 49153
2	1	143.006	 UDP 9 > 49153
1	0	143.007	 UDP 9 > 49153
0	1	144	 UDP 49153 > 9
1	2	144.001	 UDP 49153 > 9
2	3	144.002	 UDP 49153 > 9
3	4	144.003	 UDP 49153 > 9
4	3	144.004	 UDP 9 > 49153
3	2	144.005	 UDP 9 > 49153
2	1	144.006	 UDP 9 > 49153
1	0	144.007	 UDP 9 > 49153
0	1	145	 UDP 49153 > 9
1	2	145.001	 UDP 49153 > 9
2	3	145.002	 UDP 49153 > 9
3	4	145.003	 UDP 49153 > 9
4	3	145.004	 UDP 9 > 49153
3	2	145.005	 UDP 9 > 49153
2	1	145.006	 UDP 9 > 49153
1	0	145.007	 UDP 9 > 49153
0	1	146	 UDP 49153 > 9
1	2	146.001	 UDP 49153 > 9
2	3	146.002	 UDP 49153 > 9
3	4	146.003	 UDP 49153 > 9
4	3	146.004	 UDP 9 > 49153
3	2	146.005	 UDP 9 > 49153
2	1	146.006	 UDP 9 > 49153
1	0	146.007	 UDP 9 > 49153
0	1	146.343	 UDP 520 > 520
0	1	147	 UDP 49153 > 9
1	2	147.001	 UDP 49153 > 9
2	3	147.002	 UDP 49153 > 9
3	4	147.003	 UDP 49153 > 9
4	3	147.004	 UDP 9 > 49153
3	2	147.005	 UDP 9 > 49153
2	1	147.006	 UDP 9 > 49153
1	0	147.007	 UDP 9 > 49153
0	1	148	 UDP 49153 > 9
1	2	148.001	 UDP 49153 > 9
2	3	148.002	 UDP 49153 > 9
3	4	148.003	 UDP 49153 > 9
4	3	148.004	 UDP 9 > 49153
3	2	148.005	 UDP 9 > 49153
2	1	148.006	 UDP 9 > 49153
1	0	148.007	 UDP 9 > 49153
0	1	149	 UDP 49153 > 9
1	2	149.001	 UDP 49153 > 9
2	3	149.002	 UDP 49153 > 9
3	4	149.003	 UDP 49153 > 9
4	3	149.004	 UDP 9 > 49153
3	2	149.005	 UDP 9 > 49153
2	1	149.006	 UDP 9 > 49153
1	0	149.007	 UDP 9 > 49153
0	1	150	 UDP 49153 > 9
1	2	150.001	 UDP 49153 > 9
2	3	150.002	 UDP 49153 > 9
3	4	150.003	 UDP 49153 > 9
4	3	150.004	 UDP 9 > 49153
3	2	150.005	 UDP 9 > 49153
2	1	150.006	 UDP 9 > 49153
1	0	150.007	 UDP 9 > 49153
0	1	151	 UDP 49153 > 9
1	2	151.001	 UDP 49153 > 9
2	3	151.002	 UDP 49153 > 9
3	4	151.003	 UDP 49153 > 9
4	3	151.004	 UDP 9 > 49153
3	2	151.005	 UDP 9 > 49153
2	1	151.006	 UDP 9 > 49153
1	0	151.007	 UDP 9 > 49153
0	1	152	 UDP 49153 > 9
1	2	152.001	 UDP 49153 > 9
2	3	152.002	 UDP 49153 > 9
3	4	152.003	 UDP 49153 > 9
4	3	152.004	 UDP 9 > 49153
3	2	152.005	 UDP 9 > 49153
2	1	152.006	 UDP 9 > 49153
1	0	152.007	 UDP 9 > 49153
0	1	153	 UDP 49153 > 9
1	2	153.001	 UDP 49153 > 9
2	3	153.002	 UDP 49153 > 9
3	4	153.003	 UDP 49153 > 9
4	3	153.004	 UDP 9 > 49153
3	2	153.005	 UDP 9 > 49153
2	1	153.006	 UDP 9 > 49153
1	0	153.007	 UDP 9 > 49153
0	1	154	 UDP 49153 > 9
1	2	154.001	 UDP 49153 > 9
2	3	154.002	 UDP 49153 > 9
3	4	154.003	 UDP 49153 > 9
4	3	154.004	 UDP 9 > 49153
3	2	154.005	 UDP 9 > 49153
2	1	154.006	 UDP 9 > 49153
1	0	154.007	 UDP 9 > 49153
0	1	155	 UDP 49153 > 9
1	2	155.001	 UDP 49153 > 9
2	3	155.002	 UDP 49153 > 9
3	4	155.003	 UDP 49153 > 9
4	3	155.004	 UDP 9 > 49153
3	2	155.005	 UDP 9 > 49153
2	1	155.006	 UDP 9 > 49153
1	0	155.007	 UDP 9 > 49153
0	1	156	 UDP 49153 > 9
1	2	156.001	 UDP 49153 > 9
2	3	156.002	 UDP 49153 > 9
3	4	156.003	 UDP 49153 > 9
4	3	156.004	 UDP 9 > 49153
3	2	156.005	 UDP 9 > 49153
2	1	156.006	 UDP 9 > 49153
1	0	156.007	 UDP 9 > 49153
0	1	157	 UDP 49153 > 9
1	2	157.001	 UDP 49153 > 9
2	3	157.002	 UDP 49153 > 9
3	4	157.003	 UDP 49153 > 9
4	3	157.004	 UDP 9 > 49153
3	2	157.005	 UDP 9 > 49153
2	1	157.006	 UDP 9 > 49153
1	0	157.007	 UDP 9 > 49153
3	2	157.836	 UDP 520 > 520
3	4	157.836	 UDP 520 > 520
0	1	158	 UDP 49153 > 9
1	2	158.001	 UDP 49153 > 9
2	3	158.002	 UDP 49153 > 9
3	4	158.003	 UDP 49153 > 9
4	3	158.004	 UDP 9 > 49153
