From Id	To Id	Tx	Meta
4	3	70.003	 UDP 49153 > 9
3	7	70.004	 UDP 49153 > 9
7	4	70.0051	 UDP 9 > 49153
4	5	70.0061	 UDP 9 > 49153
5	1	70.0071	 UDP 9 > 49153
1	0	70.0081	 UDP 9 > 49153
0	1	71	 UDP 49153 > 9
1	2	71.001	 UDP 49153 > 9
2	4	71.002	 UDP 49153 > 9
4	3	71.003	 UDP 49153 > 9
3	7	71.004	 UDP 49153 > 9
7	4	71.0051	 UDP 9 > 49153
4	5	71.0061	 UDP 9 > 49153
5	1	71.0071	 UDP 9 > 49153
1	0	71.0081	 UDP 9 > 49153
0	1	72	 UDP 49153 > 9
1	2	72.001	 UDP 49153 > 9
2	4	72.002	 UDP 49153 > 9
4	3	72.003	 UDP 49153 > 9
3	7	72.004	 UDP 49153 > 9
7	4	72.0051	 UDP 9 > 49153
4	5	72.0061	 UDP 9 > 49153
5	1	72.0071	 UDP 9 > 49153
1	0	72.0081	 UDP 9 > 49153
0	1	73	 UDP 49153 > 9
1	2	73.001	 UDP 49153 > 9
2	4	73.002	 UDP 49153 > 9
4	3	73.003	 UDP 49153 > 9
3	7	73.004	 UDP 49153 > 9
7	4	73.0051	 UDP 9 > 49153
4	5	73.0061	 UDP 9 > 49153
5	1	73.0071	 UDP 9 > 49153
1	0	73.0081	 UDP 9 > 49153
0	1	74	 UDP 49153 > 9
1	2	74.001	 UDP 49153 > 9
2	4	74.002	 UDP 49153 > 9
4	3	74.003	 UDP 49153 > 9
3	7	74.004	 UDP 49153 > 9
7	4	74.0051	 UDP 9 > 49153
4	5	74.0061	 UDP 9 > 49153
5	1	74.0071	 UDP 9 > 49153
1	0	74.0081	 UDP 9 > 49153
0	1	75	 UDP 49153 > 9
1	2	75.001	 UDP 49153 > 9
2	4	75.002	 UDP 49153 > 9
4	3	75.003	 UDP 49153 > 9
3	7	75.004	 UDP 49153 > 9
7	4	75.0051	 UDP 9 > 49153
4	5	75.0061	 UDP 9 > 49153
5	1	75.0071	 UDP 9 > 49153
1	0	75.0081	 UDP 9 > 49153
0	1	76	 UDP 49153 > 9
1	2	76.001	 UDP 49153 > 9
2	4	76.002	 UDP 49153 > 9
4	3	76.003	 UDP 49153 > 9
3	7	76.004	 UDP 49153 > 9
7	4	76.0051	 UDP 9 > 49153
4	5	76.0061	 UDP 9 > 49153
5	1	76.0071	 UDP 9 > 49153
1	0	76.0081	 UDP 9 > 49153
0	1	77	 UDP 49153 > 9
1	2	77.001	 UDP 49153 > 9
2	4	77.002	 UDP 49153 > 9
4	3	77.003	 UDP 49153 > 9
3	7	77.004	 UDP 49153 > 9
7	4	77.0051	 UDP 9 > 49153
4	5	77.0061	 UDP 9 > 49153
5	1	77.0071	 UDP 9 > 49153
1	0	77.0081	 UDP 9 > 49153
0	1	77.5182	 UDP 520 > 520
0	1	78	 UDP 49153 > 9
1	2	78.001	 UDP 49153 > 9
2	4	78.002	 UDP 49153 > 9
4	3	78.003	 UDP 49153 > 9
3	7	78.004	 UDP 49153 > 9
7	4	78.0051	 UDP 9 > 49153
4	5	78.0061	 UDP 9 > 49153
5	1	78.0071	 UDP 9 > 49153
1	0	78.0081	 UDP 9 > 49153
5	1	78.2519	 UDP 520 > 520
5	4	78.2519	 UDP 520 > 520
5	6	78.2519	 UDP 520 > 520
0	1	79	 UDP 49153 > 9
1	2	79.001	 UDP 49153 > 9
2	4	79.002	 UDP 49153 > 9
4	3	79.003	 UDP 49153 > 9
3	7	79.004	 UDP 49153 > 9
7	4	79.0051	 UDP 9 > 49153
4	5	79.0061	 UDP 9 > 49153
5	1	79.0071	 UDP 9 > 49153
1	0	79.0081	 UDP 9 > 49153
0	1	80	 UDP 49153 > 9
1	2	80.001	 UDP 49153 > 9
2	4	80.002	 UDP 49153 > 9
4	3	80.003	 UDP 49153 > 9
3	7	80.004	 UDP 49153 > 9
7	4	80.0051	 UDP 9 > 49153
4	5	80.0061	 UDP 9 > 49153
5	1	80.0071	 UDP 9 > 49153
1	0	80.0081	 UDP 9 > 49153
0	1	81	 UDP 49153 > 9
1	2	81.001	 UDP 49153 > 9
2	4	81.002	 UDP 49153 > 9
4	3	81.003	 UDP 49153 > 9
3	7	81.004	 UDP 49153 > 9
7	4	81.0051	 UDP 9 > 49153
4	5	81.0061	 UDP 9 > 49153
5	1	81.0071	 UDP 9 > 49153
1	0	81.0081	 UDP 9 > 49153
6	4	81.1249	 UDP 520 > 520
6	5	81.1249	 UDP 520 > 520
6	7	81.1249	 UDP 520 > 520
0	1	82	 UDP 49153 > 9
1	2	82.001	 UDP 49153 > 9
2	4	82.002	 UDP 49153 > 9
4	3	82.003	 UDP 49153 > 9
3	7	82.004	 UDP 49153 > 9
7	4	82.0051	 UDP 9 > 49153
4	5	82.0061	 UDP 9 > 49153
5	1	82.0071	 UDP 9 > 49153
1	0	82.0081	 UDP 9 > 49153
0	1	83	 UDP 49153 > 9
1	2	83.001	 UDP 49153 > 9
2	4	83.002	 UDP 49153 > 9
4	3	83.003	 UDP 49153 > 9
3	7	83.004	 UDP 49153 > 9
7	4	83.0051	 UDP 9 > 49153
4	5	83.0061	 UDP 9 > 49153
